@relation ecoli-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute CLASS {A,F,E,B,H,G,D,C}

@data
0.34,0.46,0.48,0.5,0.52,0.35,0.44,A
0.34,0.33,0.48,0.5,0.38,0.35,0.44,A
0.26,0.4,0.48,0.5,0.36,0.26,0.37,A
0.24,0.57,0.48,0.5,0.63,0.34,0.43,A
0.53,0.38,0.48,0.5,0.44,0.26,0.36,A
0.38,0.3,0.48,0.5,0.43,0.29,0.39,A
0.41,0.43,0.48,0.5,0.5,0.24,0.25,A
0.17,0.39,0.48,0.5,0.53,0.3,0.39,A
0.17,0.52,0.48,0.5,0.49,0.37,0.46,A
0.24,0.43,0.48,0.5,0.54,0.52,0.59,A
0.34,0.55,0.48,0.5,0.58,0.31,0.41,A
0.47,0.47,0.48,0.5,0.22,0.16,0.26,A
0.3,0.37,0.48,0.5,0.59,0.41,0.49,A
0.4,0.45,0.48,0.5,0.38,0.22,0,A
0.36,0.54,0.48,0.5,0.41,0.38,0.46,A
0.4,0.5,0.48,0.5,0.45,0.39,0.47,A
0.33,0.47,0.48,0.5,0.53,0.18,0.29,A
0.23,0.34,0.48,0.5,0.43,0.26,0.37,A
0.35,0.37,0.48,0.5,0.3,0.34,0.43,A
0.78,0.44,0.48,0.5,0.45,0.73,0.68,E
0.81,0.53,0.48,0.5,0.57,0.87,0.88,E
0.79,0.54,0.48,0.5,0.5,0.66,0.68,E
0.76,0.41,0.48,0.5,0.5,0.59,0.62,E
0.69,0.43,0.48,0.5,0.59,0.74,0.77,E
0.79,0.36,0.48,0.5,0.46,0.82,0.7,E
0.87,0.49,0.48,0.5,0.61,0.76,0.79,E
0.81,0.52,0.48,0.5,0.57,0.78,0.8,E
0.59,0.29,0.48,0.5,0.64,0.75,0.77,E
0.76,0.71,0.48,0.5,0.5,0.71,0.75,E
0.79,0.41,0.48,0.5,0.66,0.81,0.83,E
0.7,0.46,0.48,0.5,0.56,0.78,0.73,B
0.11,0.5,0.48,0.5,0.58,0.72,0.68,B
0.63,0.75,0.48,0.5,0.64,0.73,0.66,B
0.54,0.57,0.48,0.5,0.56,0.81,0.83,B
0.23,0.48,0.48,0.5,0.59,0.88,0.89,B
0.68,0.51,0.48,0.5,0.71,0.75,0.78,B
0.43,0.4,0.48,0.5,0.58,0.75,0.78,B
0.3,0.51,0.48,0.5,0.42,0.61,0.34,B
0.31,0.44,0.48,0.5,0.5,0.79,0.82,B
0.33,0.37,0.48,0.5,0.46,0.65,0.69,B
0.44,0.52,0.48,0.5,0.43,0.47,0.54,B
0.48,0.49,0.48,0.5,0.52,0.77,0.71,B
0.39,0.41,0.48,0.5,0.52,0.72,0.75,B
0.7,0.4,0.48,0.5,0.56,0.86,0.83,B
0.71,0.4,0.48,0.5,0.71,0.7,0.74,B
0.61,0.47,0.48,0.5,0,0.8,0.32,B
0.31,0.5,0.48,0.5,0.57,0.84,0.85,B
0.4,0.5,0.48,0.5,0.65,0.82,0.84,B
0.51,0.4,0.48,0.5,0.57,0.62,0.67,B
0.5,0.66,0.48,0.5,0.31,0.92,0.92,B
0.69,0.39,0.48,0.5,0.57,0.76,0.79,B
0.48,0.45,0.48,0.5,0.6,0.78,0.8,B
0.5,0.37,0.48,0.5,0.66,0.64,0.69,B
0.55,0.47,0.48,0.5,0.57,0.78,0.8,B
0.12,0.43,0.48,0.5,0.63,0.7,0.74,B
0.34,0.67,0.48,0.5,0.52,0.76,0.79,B
0.69,0.66,0.48,0.5,0.41,0.5,0.25,H
0.64,0.84,0.48,0.5,0.37,0.45,0.4,H
0.43,0.59,0.48,0.5,0.52,0.49,0.56,H
0.7,0.61,0.48,0.5,0.56,0.52,0.43,H
0.74,0.56,0.48,0.5,0.47,0.68,0.3,H
0.74,0.74,0.48,0.5,0.31,0.53,0.52,H
0.61,0.6,0.48,0.5,0.44,0.39,0.38,H
0.69,0.67,0.48,0.5,0.3,0.39,0.24,H
0.69,0.8,0.48,0.5,0.46,0.57,0.26,H
0.66,0.86,0.48,0.5,0.34,0.41,0.36,H
0.76,0.73,0.48,0.5,0.44,0.39,0.39,H
0.64,0.81,0.48,0.5,0.37,0.39,0.44,H
0.63,0.71,0.48,0.5,0.6,0.4,0.39,H
0.71,0.71,0.48,0.5,0.4,0.54,0.39,H
0.72,0.86,0.48,0.5,0.17,0.55,0.21,H
0.63,0.83,0.48,0.5,0.4,0.39,0.19,H
0.59,0.61,0.48,0.5,0.42,0.42,0.37,H
0.67,0.84,0.48,0.5,0.74,0.54,0.37,F
0.64,0.57,0.48,0.5,0.7,0.33,0.26,F
0.63,0.69,0.48,0.5,0.65,0.41,0.28,F
0.74,0.9,0.48,0.5,0.57,0.53,0.29,F
0.73,0.84,0.48,0.5,0.86,0.58,0.29,F
0.75,0.76,0.48,0.5,0.83,0.57,0.3,F
0.68,0.76,0.48,0.5,0.84,0.45,0.27,F
0.68,0.49,1,0.5,0.62,0.55,0.28,G
0.66,0.49,1,0.5,0.54,0.56,0.36,G
0.85,0.53,0.48,0.5,0.53,0.52,0.35,C
0.25,0.51,0.48,0.5,0.37,0.42,0.5,A
0.42,0.35,0.48,0.5,0.58,0.15,0.27,A
0.37,0.5,0.48,0.5,0.42,0.36,0.45,A
0.22,0.36,0.48,0.5,0.35,0.39,0.47,A
0.4,0.42,0.48,0.5,0.37,0.27,0.27,A
0.27,0.42,0.48,0.5,0.37,0.38,0.43,A
0.4,0.29,0.48,0.5,0.42,0.35,0.44,A
0.48,0.42,0.48,0.5,0.45,0.25,0.35,A
0.44,0.28,0.48,0.5,0.43,0.27,0.37,A
0.39,0.32,0.48,0.5,0.46,0.24,0.35,A
0.21,0.51,0.48,0.5,0.5,0.32,0.41,A
0.2,0.44,0.48,0.5,0.46,0.51,0.57,A
0.42,0.38,0.48,0.5,0.54,0.34,0.43,A
0.61,0.45,0.48,0.5,0.48,0.35,0.41,A
0.44,0.34,0.48,0.5,0.3,0.33,0.43,A
0.4,0.35,0.48,0.5,0.45,0.33,0.42,A
0.04,0.31,0.48,0.5,0.41,0.29,0.39,A
0.29,0.28,0.48,0.5,0.44,0.23,0.34,A
0.42,0.3,0.48,0.5,0.48,0.26,0.36,A
0.24,0.41,0.48,0.5,0.49,0.23,0.34,A
0.59,0.49,0.48,0.5,0.52,0.45,0.36,A
0.34,0.42,0.48,0.5,0.41,0.34,0.43,A
0.24,0.43,0.48,0.5,0.37,0.28,0.38,A
0.44,0.56,0.48,0.5,0.5,0.46,0.54,A
0.21,0.34,0.48,0.5,0.51,0.28,0.39,A
0.36,0.56,0.48,0.5,0.43,0.45,0.53,A
0.41,0.51,0.48,0.5,0.58,0.2,0.31,A
0.44,0.35,0.48,0.5,0.55,0.55,0.61,A
0.38,0.46,0.48,0.5,0.48,0.22,0.29,A
0.38,0.26,0.48,0.5,0.54,0.16,0.28,A
0.44,0.35,0.48,0.5,0.44,0.52,0.59,A
0.28,0.38,0.48,0.5,0.5,0.33,0.42,A
0.25,0.37,0.48,0.5,0.41,0.33,0.42,A
0.52,0.44,0.48,0.5,0.37,0.36,0.42,A
0.52,0.36,0.48,0.5,0.41,0.28,0.38,A
0.37,0.44,0.48,0.5,0.42,0.39,0.47,A
0.25,0.37,0.48,0.5,0.43,0.26,0.36,A
0.18,0.3,0.48,0.5,0.46,0.24,0.35,A
0.25,0.48,0.48,0.5,0.44,0.17,0.29,A
0.54,0.47,0.48,0.5,0.28,0.33,0.42,A
0.17,0.38,0.48,0.5,0.45,0.42,0.5,A
0.29,0.47,0.48,0.5,0.41,0.23,0.34,A
0.25,0.26,0.48,0.5,0.39,0.32,0.42,A
0.42,0.4,0.48,0.5,0.56,0.18,0.3,A
0.32,0.42,0.48,0.5,0.35,0.28,0.38,A
0.47,0.29,0.48,0.5,0.51,0.33,0.43,A
0.35,0.48,0.48,0.5,0.56,0.4,0.48,A
0.81,0.44,0.48,0.5,0.42,0.67,0.68,E
0.86,0.55,0.48,0.5,0.63,0.81,0.83,E
0.67,0.37,0.48,0.5,0.54,0.64,0.68,E
0.83,0.48,0.48,0.5,0.65,0.76,0.79,E
0.84,0.54,0.48,0.5,0.75,0.92,0.7,E
0.86,0.39,0.48,0.5,0.59,0.89,0.9,E
0.49,0.61,1,0.5,0.56,0.71,0.74,E
0.63,0.42,0.48,0.5,0.48,0.77,0.8,E
0.77,0.55,0.48,0.5,0.51,0.78,0.74,E
0.75,0.37,0.48,0.5,0.64,0.7,0.74,E
0.64,0.46,0.48,0.5,0.48,0.73,0.76,E
0.7,0.53,0.48,0.5,0.7,0.86,0.87,E
0.31,0.36,0.48,0.5,0.58,0.94,0.94,B
0.89,0.55,0.48,0.5,0.51,0.72,0.76,B
0.58,0.34,0.48,0.5,0.56,0.87,0.81,B
0.84,0.44,0.48,0.5,0.48,0.71,0.74,B
0.61,0.52,0.48,0.5,0.54,0.67,0.52,B
0.63,0.5,0.48,0.5,0.59,0.85,0.86,B
0.58,0.55,0.48,0.5,0.57,0.7,0.74,B
0.63,0.47,0.48,0.5,0.51,0.82,0.84,B
0.66,0.53,0.48,0.5,0.59,0.66,0.66,B
0.64,0.58,0.48,0.5,0.48,0.78,0.73,B
0.34,0.49,0.48,0.5,0.58,0.85,0.8,B
0.52,0.54,0.48,0.5,0.62,0.76,0.79,B
0.2,0.46,0.48,0.5,0.57,0.78,0.81,B
0.59,0.56,0.48,0.5,0.55,0.8,0.82,B
0.29,0.47,0.48,0.5,0.71,0.65,0.69,B
0.36,0.47,0.48,0.5,0.51,0.69,0.72,B
0.6,0.61,0.48,0.5,0.54,0.67,0.71,B
0.48,0.41,0.48,0.5,0.51,0.9,0.88,B
0.74,0.7,0.48,0.5,0.66,0.65,0.69,B
0,0.51,0.48,0.5,0.35,0.67,0.44,B
0.49,0.42,0.48,0.5,0.53,0.79,0.81,B
0.71,0.52,0.48,0.5,0.64,1,0.99,B
0.27,0.35,0.48,0.5,0.51,0.77,0.79,B
0.74,0.44,0.48,0.5,0.55,0.88,0.89,B
0.1,0.49,0.48,0.5,0.41,0.67,0.21,B
0.54,0.49,0.48,0.5,0.4,0.87,0.88,B
0.63,0.65,0.48,0.5,0.39,0.44,0.35,H
0.63,1,0.48,0.5,0.35,0.51,0.49,H
0.29,0.39,0.48,0.5,0.52,0.4,0.48,H
0.57,0.59,0.48,0.5,0.39,0.47,0.33,H
0.67,0.81,0.48,0.5,0.54,0.49,0.23,H
0.71,0.57,0.48,0.5,0.48,0.35,0.32,H
0.75,0.84,0.48,0.5,0.35,0.52,0.33,H
0.7,0.64,0.48,0.5,0.47,0.51,0.47,H
0.63,0.57,0.48,0.5,0.49,0.7,0.2,H
0.73,0.78,0.48,0.5,0.58,0.51,0.31,H
0.62,0.83,0.48,0.5,0.46,0.36,0.4,H
0.67,0.81,0.48,0.5,0.25,0.42,0.25,H
0.68,0.82,0.48,0.5,0.38,0.65,0.56,H
0.64,0.72,0.48,0.5,0.49,0.42,0.19,H
0.64,0.78,0.48,0.5,0.5,0.36,0.38,H
0.63,0.86,0.48,0.5,0.39,0.47,0.34,H
0.74,0.82,0.48,0.5,0.49,0.49,0.41,H
0.56,0.68,0.48,0.5,0.77,0.36,0.45,F
0.78,0.68,0.48,0.5,0.83,0.4,0.29,F
0.63,0.49,0.48,0.5,0.79,0.45,0.28,F
0.68,0.63,0.48,0.5,0.73,0.4,0.3,F
0.69,0.59,0.48,0.5,0.77,0.39,0.21,F
0.67,0.88,0.48,0.5,0.73,0.5,0.25,F
0.74,0.78,0.48,0.5,0.75,0.54,0.15,F
0.77,0.57,1,0.5,0.37,0.54,0.01,G
0.75,0.55,1,1,0.4,0.47,0.3,D
0.63,0.49,0.48,0.5,0.54,0.76,0.79,C
