@relation kr_vs_kp

@attribute att1 {1,2}
@attribute att2 {1,2}
@attribute att3 {1,2}
@attribute att4 {1,2}
@attribute att5 {2,1}
@attribute att6 {1,2}
@attribute att7 {1,2}
@attribute att8 {1,2}
@attribute att9 {1,2}
@attribute att10 {1,2}
@attribute att11 {1,2}
@attribute att12 {1,2}
@attribute att13 {2,1}
@attribute att14 {1,2}
@attribute att15 {2,3,1}
@attribute att16 {1,2}
@attribute att17 {1,2}
@attribute att18 {2,1}
@attribute att19 {1,2}
@attribute att20 {1,2}
@attribute att21 {1,2}
@attribute att22 {1,2}
@attribute att23 {1,2}
@attribute att24 {1,2}
@attribute att25 {1,2}
@attribute att26 {2,1}
@attribute att27 {1,2}
@attribute att28 {1,2}
@attribute att29 {1,2}
@attribute att30 {1,2}
@attribute att31 {1,2}
@attribute att32 {1,2}
@attribute att33 {1,2}
@attribute att34 {2,1}
@attribute att35 {2,1}
@attribute att36 {2}
@attribute att37 {1,2}

@data
1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1
1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1
1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
1,1,1,1,1,2,2,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,2,2,2,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,2,2,2,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1,1,1,1,1,2,2,1,2,1,2,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1
1,1,1,1,1,2,2,1,2,1,2,1,2,1,3,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
1,1,1,1,1,2,2,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
